customer_id,behavior_type,account_age_days,device_fingerprint,address_fingerprint,payment_fingerprint,ring_id
CUST100071,normal,1315,a342d310d804,620c421132c4,a559eb362cec,
CUST100072,occasional_returner,694,3c12504d886a,7a47ec60ede1,b31bd436e315,
CUST100073,normal,1368,6863ae716d94,e44a5153b342,5ee01c2b2194,
CUST100074,normal,263,4a3d6e5de560,c89b4dd5a164,4a88fadcf557,
CUST100075,normal,430,ade9a481bd5a,87019bd5df34,ecbf29f7a18c,
CUST100076,normal,1111,fa78c7d81c62,aea9982f46ce,2884419abe5b,
CUST100077,normal,334,3a47fc3e3d4f,9baf6363fae7,d0888f273c76,
CUST100078,normal,1236,3073129a4d0f,b032b6a0d494,ba828e89f982,
CUST100079,occasional_returner,641,4733cb141866,83770bf7ff5a,f35a41595741,
CUST100080,normal,608,4bc091513929,0ffb405f3f9a,6c29000e83e4,
CUST100081,normal,682,642f70d47ff9,ebefc0e92a0c,04a8164458cd,
CUST100082,occasional_returner,1197,e28a66237ca2,0f78552c2e05,2880e3bb3cfe,
CUST100083,normal,13,2a66ba703c04,2883ae670492,5d67e4620e50,
CUST100084,normal,1127,97ed409a333f,8f4bf8e1d396,36c6f1a5ba84,
CUST100085,normal,1169,548cd9c9ad6e,66b52c23738e,3e5b2678277f,
CUST100086,occasional_returner,1232,3907ae8ff469,c955c274ddd4,821cd76eac54,
CUST100087,normal,1495,baefbc88cb6b,6db97707ec72,944032cb0646,
CUST100088,normal,1174,95273536c525,2a49bce86677,3eeb6c4a6da6,
CUST100089,normal,795,9c8d37f18872,c71a70461021,fbd15726df31,
CUST100090,normal,701,18513d9416e8,8957174c9cbf,1402c734332c,
CUST100091,normal,585,8d5ad692e184,e5fcd3d8ee8b,115d718fba54,
CUST100092,normal,1241,11e2f05582c1,702c9233baac,a85ef3f272bd,
CUST100093,normal,592,59b6326356fb,9826c921eea2,07322520cd55,
CUST100094,normal,861,a9a8a7ed679c,0657178a6e0c,caf39708fa3f,
CUST100095,normal,148,c641359f371d,a2e065aeb1d6,d9e0049059a6,
CUST100096,normal,479,e1c4e7643675,f82430914b39,d53cb9b7792b,
CUST100097,normal,402,b176b430920a,834e00a96bbb,bd7b8ed77f39,
CUST100098,normal,655,4902a0c07675,cc5ac329007d,3446e54fbd72,
CUST100099,ring_member,755,b1b7de0a8067,ab22b982fb4a,b6009da06041,RING21
CUST100100,serial_abuser,1076,e4dc30c2d632,bf6226e8d5d3,eac88539027b,
CUST100101,normal,650,5422e5edfa70,4dbb0d99aa90,569da32897b3,
CUST100102,normal,229,b8e85bd07afa,ef3c74c3cb1a,b6ab772d9183,
CUST100103,ring_member,819,f03dd9c2d13f,5a62e5c4c7b0,d0388a77a545,RING41
CUST100104,occasional_returner,86,f11224d8241a,1d3550dcf577,66ebe29b6fce,
CUST100105,occasional_returner,1274,dce73e40d49d,80dd6ff9b041,19fd448ac693,
CUST100106,normal,1156,b7b68e69539c,f2cd000546c3,76e0541b4a6a,
CUST100107,normal,341,2116a537a209,327da7650dee,329b56a5e2a0,
CUST100108,normal,398,eb38ccb14e50,a9ecb82aec59,66f4cf434cee,
CUST100109,serial_abuser,46,80c971f031f2,d593c92bafa1,d6a0dfab802b,
CUST100110,normal,549,d2cd3a7a3480,5553562b348a,e668962749c6,
CUST100111,normal,62,d1940ecd7e6d,097f1ae68e8d,a5f7da7d1c35,
CUST100112,normal,1404,c04875a20aff,ace51dd19151,5a986e974ece,
CUST100113,normal,205,0712ec472181,267e9de6898e,0034c9255ef2,
CUST100114,normal,990,22b5e20e607a,49a9397b295f,5f3c8ba23872,
CUST100115,occasional_returner,857,c720ad59bf10,b43949821164,22286e3b3f03,
CUST100116,occasional_returner,359,259e08e43a12,99d9d5926184,54b1b42aa38d,
CUST100117,occasional_returner,1213,294de13b8056,45448c13d4cd,7326e31df47e,
CUST100118,normal,167,d7d0320aca94,f0e36b8961b7,79f91464ebb2,
CUST100119,normal,1330,34dd6d7ded3d,e3ecf91bba45,1f16d012c892,
CUST100120,normal,1111,fa8ee40ff28e,56b776c3a7d9,982bfcd2286e,
CUST100121,normal,954,f71a3c2d1be9,a46662613a12,c7bf93504c7c,
CUST100122,normal,1320,5e8505d1ff24,1003a2ce13e7,cc1bdb74f346,
CUST100123,normal,607,3887508e1846,a5620b05a4e9,fe2b029631a9,
CUST100124,normal,426,10d8bb5a596e,2939a6e33ba7,a59612f56a80,
CUST100125,normal,235,56f65160e2d5,0258307465f9,e6c70b705ba5,
CUST100126,normal,1386,4a1a58e1b6fa,55a98e47a627,f63febc45c85,
CUST100127,normal,605,05f1dd6ef427,9c5cc65117ef,903e0ed1acd0,
CUST100128,normal,1244,e4b3af4fcd74,54bda2b7f987,3c413e99522a,
CUST100129,normal,501,cf05460bd003,cccd0c4abaab,74c72095ec83,
CUST100130,normal,1432,a14832414647,d16de74d0333,36f7efed9a32,
CUST100131,serial_abuser,1305,89a276462159,82dbfe8e453c,807d7407b84b,
CUST100132,normal,465,26402c56e54e,a91a68a12ced,2b89747dfc17,
CUST100133,normal,732,dded52b32454,158773ea5af2,c18e1c454e32,
CUST100134,normal,1192,f7713530e54c,61ab7ab66b7b,ab60ff84da32,
CUST100135,normal,343,eabb4d6a0c84,41485bea2795,ca45cd5c1f02,
CUST100136,ring_member,40,4963f46349f7,a7044492ee8d,75fa3ae269ca,RING45
CUST100137,normal,436,40b417caa88f,3edaf82d9056,4e1de4512e63,
CUST100138,occasional_returner,887,ddca59c83d28,a96e7ee65463,16d852eb2933,
CUST100139,normal,209,58a0013622eb,07ce60c2a6e2,f44b757c56ec,
CUST100140,normal,503,44a029c2b4d4,e2f0e93ab873,824a59ee5681,
CUST100141,normal,1378,cb97676ca294,8b10ef026f63,a9222a3f1df3,
CUST100142,serial_abuser,117,faa2d0212334,21e59e12b87b,98cc5832dda6,
CUST100143,normal,80,9599b0c04b3c,11c9b5845d2d,372ebbc9e24e,
CUST100144,normal,638,c5b185a7a882,4a7045206ba7,15bb89194ff6,
CUST100145,normal,24,c70f35e20d2b,1dd96ceac83a,5349c75c0259,
CUST100146,normal,46,969cda4d686a,6e50137383f6,65e87de698f1,
CUST100147,normal,278,24cbbf7eb7c6,c71466dbb026,614557bcdeac,
CUST100148,normal,157,cfed7f2961d1,250e38aeb44a,cbab1a50a973,
CUST100149,normal,1217,3713abaee07c,13ec430434f4,7f6b0bd5edfb,
CUST100150,occasional_returner,188,4d2e3d7e4f3e,d0d138dede6b,42e65ce0f5da,
CUST100151,serial_abuser,787,23b4861f97b7,0721843b47a5,bd9a9325a5d5,
CUST100152,normal,1059,63881c8d1b95,bac3ad5535b9,5fbf47343e4d,
CUST100153,normal,940,56c14b390a52,c3b9efa726eb,0abd73175f33,
CUST100154,normal,982,aea2d76ea129,2b49afc6504c,a8d97252c13d,
CUST100155,normal,539,e0f9c8108446,248b00608e8c,a6e5e65ac670,
CUST100156,normal,1333,f1bd0518fbe4,f7e4a045eadd,fee441bd30ac,
CUST100157,normal,107,b7af7506cd3c,8f6080599786,5f55bfcb5a87,
CUST100158,occasional_returner,165,16bb333ee9a7,0038373b0c6d,5f1666daecd4,
CUST100159,occasional_returner,1284,523b550c900e,426095b4c9f9,973d37f3ee09,
CUST100160,normal,107,dec31f359253,37aed590a864,7fb92decab36,
CUST100161,serial_abuser,291,6923c9010c6e,f3f039bff67f,cd44dc81560d,
CUST100162,normal,263,a8b2ccd3a0b9,c45198f0da59,7116308f5f93,
CUST100163,normal,54,e88a72f1cdee,f7fac2d7854b,c4d8318d5ed0,
CUST100164,normal,179,e97c63a70141,7c03c7af99ab,e4248907bd1d,
CUST100165,normal,861,94b8eb99a67b,5bcedb82bb47,f08fd0254541,
CUST100166,occasional_returner,993,35c840acf352,23abd59e25bb,762c5b7b218c,
CUST100167,occasional_returner,129,51fd5cee4a19,12d8e2eddf6b,a25aaa8afb1c,
CUST100168,normal,1413,77be5e089886,5bb75a33b14b,944a8fabefc6,
CUST100169,ring_member,148,9ee6a9bb0c3b,2ee00617c985,fd9fa97c6723,RING2
CUST100170,normal,1032,610a96cd8d46,6c96f14e0613,0f5c460cf631,
CUST100171,normal,1201,998d561f9647,baf4f4632041,9d5c48e78507,
CUST100172,normal,783,349b80d25aef,a6214253b332,63b8660c6bdd,
CUST100173,serial_abuser,739,c666f6603979,ab24be4283af,0eeef4a64dec,
CUST100174,normal,168,e85e8d80ddcd,f574b71a5aab,76e6922c1738,
CUST100175,normal,366,6f2e1f569243,4093f20f8bee,05d60da50ed2,
CUST100176,normal,1276,3e514c206d8f,fa46c1e2cefe,5eb014b6ddb7,
CUST100177,ring_member,526,ffac68ac3986,c9f6125891f6,1eb384fb9c80,RING39
CUST100178,serial_abuser,56,9f473b76426f,10ed6b6f473e,78f5e52f1f6c,
CUST100179,occasional_returner,1095,5a353f851f79,010f97fc37fd,3dbfff7827bd,
CUST100180,serial_abuser,1027,fd6eb33d1d7e,0cc00c5bf9b1,fd106ae48ea6,
CUST100181,serial_abuser,104,41a15a4d664e,26a22cf1ca01,bcf342bfc425,
CUST100182,normal,81,77fefe0d3fb7,8a437de2aa39,c877d3c1c663,
CUST100183,normal,179,cb9ea6a4e2d4,cc0e15b448d4,ce420ca138cd,
CUST100184,occasional_returner,81,732cc830466e,e76c353cce6b,48d5861fd75d,
CUST100185,normal,926,3ae67375fea2,47c03562f7ed,abadb14279aa,
CUST100186,normal,203,71917a08f1b5,1cac0d422997,8463e14eb438,
CUST100187,normal,912,20b8b446e6d7,d6bd30ea0c4a,b917474b5f20,
CUST100188,occasional_returner,268,dff4f09abcf0,c15791080104,ece634463b69,
CUST100189,normal,1458,5c3b9540a692,8a04610e09e2,376d3e9af813,
CUST100190,serial_abuser,1090,1d52733cb7f7,51d00267d238,ab0b8cb8f300,
CUST100191,normal,564,024db84a35da,c9ef93b9ff16,9ecf04931efa,
CUST100192,normal,645,d8f94c02f710,95eab834750d,633208f3c7bd,
CUST100193,occasional_returner,102,f5c5b3e6604a,218a624f5ca5,b6b19647d6a7,
CUST100194,normal,87,4752afdee3fb,115742dd9699,d0cf4c345ac8,
CUST100195,normal,808,60cbb54702d6,c4a16174c9ff,2de2cdfec259,
CUST100196,normal,39,8937192ec7ff,ff51f82f903e,6f80defa4bde,
CUST100197,occasional_returner,959,f5ab465311dc,b5f8881bd7a0,49f70aea4c00,
CUST100198,normal,576,fc53b2f2b160,b8e4042e2d00,db2e48cd5d4c,
CUST100199,normal,213,4426011a835c,3cd879289483,8440bb509f45,
CUST100200,occasional_returner,805,e18a00c82c5c,7de178e4e61d,22497456ba89,
CUST100201,ring_member,831,bdb506085825,1b14d3757fe6,89b6ccf0bfec,RING5
CUST100202,normal,1120,dc102fb2e21d,eeda4c61bead,15095f1eeaad,
CUST100203,normal,300,50b164487ca6,41c031bdd688,690555208b1e,
CUST100204,normal,823,7f2442b97469,923ee510b84d,a05cb1ef739c,
CUST100205,normal,1267,eba535c2df95,df475a7a4f85,08f0e5d9fd68,
CUST100206,normal,408,19fb7774d39a,cb80153a262f,98dd5ac0ef79,
CUST100207,normal,1253,989d2c6ac003,f602ef6370be,228e8fa6ac88,
CUST100208,normal,1086,432c94cabbf8,5e47b4348b92,971ecbd8111d,
CUST100209,normal,647,2bd73a146006,0a09427b11b2,557068f42cec,
CUST100210,normal,1325,9b1235fd9ca1,e94bce631eb7,ad10f1b416cf,
CUST100211,normal,1450,ff9d97a007c5,849df2613341,38db4e238987,
CUST100212,normal,359,8064e0d90237,20cce2be2766,d51c82eb7f60,
CUST100213,occasional_returner,1469,2dfad60011a0,04b6d264b9d0,c83721567b33,
CUST100214,occasional_returner,8,ae96028c704e,86b715d74ac8,2745ef518b80,
CUST100215,occasional_returner,198,b24556b6bdc5,c2286fa5f82a,d60bd591e4c5,
CUST100216,normal,69,118c7b19af0a,880d7a93a918,143bedb21bd4,
CUST100217,normal,554,6de8c120f4bc,3262d67b6363,087d9431e2bf,
CUST100218,serial_abuser,1405,c709af1b04b9,68c19a3286d1,8022f5af4d96,
CUST100219,normal,902,6bb8c3af8d7c,851b70b5b425,ab166db165b3,
CUST100220,normal,926,ae796332b349,94d7cafe8076,b2ba4bd50508,
CUST100221,normal,131,562ec0cfe228,881d06c46805,8a7f8d054876,
CUST100222,normal,776,26e59d78a45c,d5529734f2a3,16afb59a9275,
CUST100223,ring_member,577,e443a0b0fce3,d7415fdc22ab,2eee354e1c05,RING43
CUST100224,normal,721,89dc0c43d069,773b0791eb1d,938eaf1b1950,
CUST100225,serial_abuser,395,1f7b9a2718d1,05c6a9821e37,1057245aeeab,
CUST100226,normal,306,55ed1168b6a2,d4d32f988adf,050a096071e4,
CUST100227,normal,1428,ebd2c6f3cd61,e83c5c22334f,3b2c7f1b554f,
CUST100228,normal,839,83fea5e9658e,f9ee03aa2ee7,2fa1bbadf4aa,
CUST100229,normal,620,88cccdf3fab2,5c1170226b93,769c19322f3b,
CUST100230,normal,115,fad1eddc95b3,86e06631df99,ffa30970e6ae,
CUST100231,normal,1145,8af2564cdad0,8ab0d0390e1d,64fde24d69f1,
CUST100232,ring_member,711,919103fa1d51,8d22f4d8aa7a,fa59f4d0dd00,RING34
CUST100233,normal,583,8c25a4b625ed,c13843e7d281,8619e8af6997,
CUST100234,serial_abuser,1002,c2002dfc7041,0c5df635645b,d80ecd7d6bb8,
CUST100235,occasional_returner,202,0bafc11bd26a,f54173197ba0,9f2a90b9ea83,
CUST100236,normal,802,cfe686cd3eaa,26ff7ca21342,01f839ee5e47,
CUST100237,occasional_returner,1295,4182cac918ce,50c551bbd50e,0b73475cacbf,
CUST100238,normal,698,63ebbe305f90,df7d0545fe20,8eb61a063f87,
CUST100239,normal,5,77cebd243307,31469ce8ecb9,aaddd5a2f7af,
CUST100240,occasional_returner,348,802777e7163e,032a68a31724,d31eb082a635,
CUST100241,occasional_returner,88,da1329989daa,958accb6ca9b,24fb2c2a451d,
CUST100242,normal,752,344dc2ce3ca0,31c4844c619f,ed1129986a62,
CUST100243,normal,549,f3fc7a3967b4,a126017528c4,fb317d449fef,
CUST100244,normal,202,790e6ccee5cf,693ac4e8cdd9,508ecfad1823,
CUST100245,occasional_returner,1031,11809ee15577,0c3352044932,3c42d6f0eae9,
CUST100246,normal,269,20ca9ab1f67d,f7f8af17339e,ebc7f6b961f0,
CUST100247,normal,515,8ffeaa5bb176,8c3891e8917c,75a2705a85ba,
CUST100248,normal,1481,662f5dfa69a1,932b38b681c3,193034befd1f,
CUST100249,normal,104,5f1529d3ff69,d0c4125edaa2,63d096b045cb,
CUST100250,normal,375,b408c49fc0b0,932b38b681c3,6bcad72a5700,
CUST100251,occasional_returner,480,09dd2a88eb0b,d50871ce4696,945797c011f0,
CUST100252,normal,765,53e9002e5982,4dd214e4df09,52ba4e71f419,
CUST100253,normal,371,7038ff9e9fa9,4406a56db8a6,372e2987859c,
CUST100254,normal,1455,d37c7f8b7aae,9acae8adae83,7e966d340565,
CUST100255,occasional_returner,13,3c24003ff819,206470ad4214,4a33c90a1690,
CUST100256,occasional_returner,1422,a0bb2f0b9761,1c9146cc9173,11dcc5913dd8,
CUST100257,normal,804,64ffdc5c7bb3,4efc746eeaff,2d0519f9ffef,
CUST100258,normal,62,7de87a080f88,1442ec35621a,836b09f76625,
CUST100259,normal,179,6fe8ba089afb,df45df513d68,ed34cc25e869,
CUST100260,normal,159,a7b51205ff61,88e587785d73,3ce3e1255206,
CUST100261,occasional_returner,434,f51af89a1945,f92e257136ef,a01b1f0d624a,
CUST100262,normal,502,57758b2bd979,773ffac8d9c4,cb118793d80e,
CUST100263,normal,963,a07efff7b5ed,f5e0bfd7b2a5,2194400a2a68,
CUST100264,serial_abuser,470,61ce25b725e1,524168a11ee7,ef2a60797a95,
CUST100265,normal,1089,434004232234,109d9cc68854,8111dba33045,
CUST100266,normal,444,eb37c6883b11,e5ceee0a4046,a2e4b7f7d22e,
CUST100267,normal,398,bb38f4e03280,63b2bdc42a33,b4f9a43b559d,
CUST100268,normal,416,b33615718c31,2f60debab2c3,faf1b5f41fb7,
CUST100269,normal,497,b6619a2b5b24,d1feecd4b138,e195e7849da9,
CUST100270,normal,1257,597bad72415b,ed92bc35f9bc,eea0e5598a35,
CUST100271,normal,374,82c1b0ffe596,757eaf12dd63,db47f6c1d0e2,
CUST100272,normal,413,ed3696181781,7f92dbbfe339,5bf8fc576708,
CUST100273,normal,1435,9dbeee87584a,7a9f93280c06,24d9021765b0,
CUST100274,normal,982,ed224358f436,e8d3e8be1a0a,be413965a107,
CUST100275,normal,289,f2009b9226cb,daa25f2819f1,a5b93d80cdc6,
CUST100276,normal,1302,f66de9007d8e,bbe38b128879,d758780d0c17,
CUST100277,normal,278,33e0a9efe590,3dfcecac3a43,df28871f711e,
CUST100278,occasional_returner,247,1bdd762a8c8e,8e8c18205ecc,03dcacc2f98d,
CUST100279,occasional_returner,670,4e9c87a16734,101698c8323f,0b131d538ff3,
CUST100280,normal,1038,5cd68ea88429,60601651231c,aec561b63c64,
CUST100281,normal,288,3c669cbc2be4,027ab1d41d97,b3011ab88cb3,
CUST100282,normal,1131,aba32515cc52,2b69714df4a7,8987b6fd1bfc,
CUST100283,normal,239,ec1fc6be8589,514277c2121f,6dc30f8356fc,
CUST100284,normal,1173,ea9756db6213,766f382bd0b8,1b2239f1ddcd,
CUST100285,normal,148,8cd2f9299d32,ddb793bb28b2,a5043eca97b5,
CUST100286,normal,699,f492c0b77e70,0f79e46540ba,1835316c844d,
CUST100287,normal,962,24ba4991cec7,e3f7438716b7,75a9e6d2b9a2,
CUST100288,normal,402,11aa3696c94b,24e89a9be4e9,8e75ff8e4a7b,
CUST100289,normal,920,d77940c91c68,db6057a749a1,171738b9b101,
CUST100290,occasional_returner,1034,fec46f11dd60,5803d756de07,2466a4620293,
CUST100291,normal,976,bd32295df7f0,4fb2d6657ddb,ba2aa244d4bf,
CUST100292,serial_abuser,598,e136e6255d0c,311e45405987,765ec511049e,
CUST100293,normal,1161,190b559dc32b,550cab05c457,14a84e3c24dd,
CUST100294,occasional_returner,1098,2c04a7d2c2a3,e19d2e9ceecc,5de589daa9e3,
CUST100295,serial_abuser,492,916e10575e14,7dd83fc3439b,d657af4cbcdc,
CUST100296,ring_member,1101,b1b7de0a8067,f73ac6b7b252,b6009da06041,RING21
CUST100297,occasional_returner,1378,8278407c0b24,746af433c2cf,88abb18f042d,
CUST100298,occasional_returner,1225,bffae0e83d03,a94416fd01c6,80c83fdfe603,
CUST100299,normal,1101,10318a017275,e722c943cd7d,6b75b746f0d8,
CUST100300,occasional_returner,1150,1201e53987eb,54a880cb8164,ab9111c6cc1f,
CUST100301,normal,1208,96b0b42e58b8,342ddd481174,7d098aa8bb72,
CUST100302,normal,437,df9eee42b303,109eeceee25e,843d1f4cc96a,
CUST100303,normal,1082,383bef6169cd,ed413e660ee2,852f69b42f55,
CUST100304,occasional_returner,303,b5ed5a5cd175,558160534810,201682965992,
CUST100305,normal,540,64383272a9a3,55689d89e014,70c33c7fd6f5,
CUST100306,normal,1402,ec3582f58f97,646f3bf59ee8,9dac08f66935,
CUST100307,normal,428,d710a4dadad6,05a90c94bb75,b41de842c3a9,
CUST100308,normal,1266,3852e616378b,58dc7a3a6cc1,6831efbe20ce,
CUST100309,normal,636,91bf0e4305ff,f730be1cb2c7,116d65ff5ff2,
CUST100310,normal,318,933d68cabb18,fb2ff4bc99ff,8fff1625a407,
CUST100311,normal,150,2af9a220c0ff,9bde06b34e00,d0da41c2e196,
CUST100312,normal,824,79b99db0722c,104f7395a489,6281d3e3a46d,
CUST100313,normal,679,7611ddadec5a,c9319eade3fb,e74c06798238,
CUST100314,normal,769,026a27385419,8ba119e978f8,219ace9ac510,
CUST100315,normal,69,ba64c00e5758,26541d5390f8,686dd358b4ef,
CUST100316,normal,405,14d3609fbd61,29d8b6aa08e7,910cf05cd085,
CUST100317,normal,10,f11c711dfc52,a4763f482895,1c29f1bb3436,
CUST100318,normal,457,d0ed28f17d3e,56f422189143,ade2d5cc1e8a,
CUST100319,serial_abuser,1397,f415ba699769,b89a0c80a1e2,73da37969d59,
CUST100320,serial_abuser,232,8c71b16d1ef6,21376348abab,b5ddce20017d,
CUST100321,normal,1035,8f0bddc45e98,197beeabbca9,a613c28277de,
CUST100322,normal,13,5d3040f63380,29e9e279f7ef,fa1941e78a36,
CUST100323,normal,844,457aa8d29919,315367100dbb,9d64571fc51b,
CUST100324,occasional_returner,1381,ddb89e3365c1,b27e96616603,c61b16783abf,
CUST100325,normal,514,1ffaffc075ea,ca6efba793bc,ac90b13c7015,
CUST100326,occasional_returner,299,2d8f2d141375,57337329a6b5,e88fb5256a49,
CUST100327,normal,857,4cee92cb68eb,c0b5edb1d71a,c247acc1559c,
CUST100328,normal,422,39b42caaa0a8,004a0a3022a4,0a6770c4ef65,
CUST100329,normal,1337,9c3c1b5d9349,3a26cae3aac5,4983157b9343,
CUST100330,occasional_returner,1274,d4cbf9ec3dd6,b765308575de,97cf4f557c7e,
CUST100331,normal,980,f3462fb28f9a,d5521ad61985,d26a3a16314b,
CUST100332,normal,960,b1436cb75e72,65dff3e1a36b,9f3755e12676,
CUST100333,occasional_returner,905,2cde6b30dc2f,5cf2cd1cf4a0,f4c0f74ccdac,
CUST100334,normal,1104,26c3f1e7bc2d,3b78326af912,2c64298c0b46,
CUST100335,normal,693,a2cdc4fe113d,d0b7e004d4b5,3783db339cfe,
CUST100336,normal,1454,8dc4df8282c2,0024d835e220,1b5cde6c1527,
CUST100337,occasional_returner,521,0deefe0418d2,fd911421cdde,1bd679ebd01e,
CUST100338,normal,18,c9c09ffc7fd8,c89e904518fa,4f8eabf48175,
CUST100339,serial_abuser,1049,f9b76816c2f7,5b3be6a8f823,98a6bdb99237,
CUST100340,normal,995,d9c20fbcc841,8e6d8a8c865a,56a1dd1ba18e,
